EE50.SLX.8966.N701_N504.bam	EE50.SLX.8966.N701_N505.bam	EE50.SLX.8966.N701_N507.bam	EE50.SLX.8966.N701_N508.bam	EE50.SLX.8966.N702_N501.bam	EE50.SLX.8966.N702_N502.bam	EE50.SLX.8966.N702_N504.bam	EE50.SLX.8966.N702_N506.bam	EE50.SLX.8966.N703_N501.bam	EE50.SLX.8966.N703_N502.bam	EE50.SLX.8966.N703_N507.bam	EE50.SLX.8966.N704_N502.bam	EE50.SLX.8966.N704_N504.bam	EE50.SLX.8966.N704_N505.bam	EE50.SLX.8966.N704_N506.bam	EE50.SLX.8966.N704_N507.bam	EE50.SLX.8966.N704_N508.bam	EE50.SLX.8966.N705_N501.bam	EE50.SLX.8966.N705_N502.bam	EE50.SLX.8966.N705_N504.bam	EE50.SLX.8966.N705_N505.bam	EE50.SLX.8966.N705_N506.bam	EE50.SLX.8966.N705_N507.bam	EE50.SLX.8966.N706_N501.bam	EE50.SLX.8966.N706_N506.bam	EE50.SLX.8966.N706_N507.bam	EE50.SLX.8966.N707_N501.bam	EE50.SLX.8966.N707_N502.bam	EE50.SLX.8966.N707_N503.bam	EE50.SLX.8966.N707_N504.bam	EE50.SLX.8966.N707_N507.bam	EE50.SLX.8966.N707_N508.bam	EE50.SLX.8966.N708_N505.bam	EE50.SLX.8966.N708_N506.bam	EE50.SLX.8966.N708_N508.bam	EE50.SLX.8966.N709_N501.bam	EE50.SLX.8966.N709_N502.bam	EE50.SLX.8966.N709_N504.bam	EE50.SLX.8966.N709_N506.bam	EE50.SLX.8966.N709_N507.bam	EE50.SLX.8966.N709_N508.bam	EE50.SLX.8966.N710_N502.bam	EE50.SLX.8966.N710_N506.bam	EE50.SLX.8966.N710_N507.bam	EE50.SLX.8966.N710_N508.bam	EE50.SLX.8966.N711_N502.bam	EE50.SLX.8966.N711_N507.bam	EE50.SLX.8966.N712_N502.bam	EE50.SLX.8966.N712_N504.bam	EE50.SLX.8966.N712_N505.bam	EE50.SLX.8966.N712_N508.bam
SLC22A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0
ATG2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf85	0	0	0	0	0	0	0	1	0	0	0	0	0	1	23	2	12	0	5	0	0	0	0	55	0	46	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	10
BATF2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL2	0	0	0	1	199	0	0	0	0	1227	0	181	0	0	0	155	0	0	0	0	0	19	136	0	0	0	0	0	0	36	0	118	0	0	0	0	0	0	0	0	0	0	69	0	336	135	0	0	0	0	56
SNX15	0	0	0	0	16	0	0	0	0	398	773	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	63	0	8	0	0	0	14	0	0	0	0	0	0	0	0	184	140	0	0	0	0	64
ZFPL1	798	0	0	0	250	0	1	41	532	0	419	0	0	0	1	1	13	0	0	1	0	1	0	0	0	0	0	119	0	0	0	0	1	700	0	43	539	0	0	85	0	0	0	0	1	412	0	0	130	0	0
AP003068.6	795	0	0	0	252	0	1	42	538	0	1027	0	0	0	1	1	13	0	0	1	0	1	0	0	0	0	0	196	0	0	0	0	1	930	0	44	984	0	0	89	0	0	0	0	1	1156	0	0	132	0	0
C11orf2	0	0	5	0	0	0	0	0	0	0	124	0	0	0	0	1	0	0	0	0	0	8	1	0	0	1	0	17	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	19	0	0	1	0	0	0	0
SYVN1	2	3	1	0	207	0	2	0	0	0	1	0	0	5	3	2	0	1	0	2	1	61	31	1	81	0	0	0	0	37	1	0	2	1	1	26	0	1	0	0	0	0	1	30	2	0	31	0	0	1	0
MRPL49	1	0	1	0	56	0	1	0	0	0	0	0	0	5	4	1	0	1	0	1	0	29	0	1	80	0	0	0	0	40	1	0	1	0	1	8	0	0	0	0	0	0	1	44	1	0	26	0	0	1	0
POLA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0
CDC42EP2	0	0	0	0	0	0	0	0	0	0	0	0	9	19	1	1	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	23	0	0	0	0	0	0	0	0	0	0	61
DPF2	29	20	0	97	116	60	480	229	64	15	16	26	25	57	46	109	38	319	58	73	15	134	28	35	54	138	38	41	120	436	83	34	106	26	17	45	57	20	27	150	15	24	38	41	683	159	13	98	32	10	87
TIGD3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A45	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMD8	0	0	0	0	171	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSSCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	25	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
FAM89B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	25	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
EHBP1L1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	31	247	0	0	0	0	439	14	111	0	27	1	0	0	6	0	0	259	0	0	0	1	0	1	0	0	0	0	0	0
MAP3K11	1883	0	0	153	65	84	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	65	0	0	23	0	0	0	128	0	0	0	93	0	1553	83	0	0	0	0	0	17	13	0	0	0	0	0	0	39	213
PCNXL3	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
SIPA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	8	0	0	0	0	63	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RELA	2	78	1	33	456	0	3	11	0	0	860	815	1178	51	287	2344	40	1	0	3	71	178	0	907	27	34	0	1	819	1461	288	101	3	1	2917	112	311	1	556	1294	102	0	2	34	3	294	52	0	0	1	40
CFL1	1	0	0	0	0	0	1	0	0	0	0	0	0	37	1	314	0	0	0	1	0	13	0	1	0	0	0	0	0	0	0	22	1	0	1	11	0	0	0	0	0	39	1	0	1	59	0	0	0	1	0
SNX32	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0
MUS81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
EFEMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	483	27	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0
CTSW	248	0	0	0	0	0	1	0	0	0	14	0	0	0	195	1	27	0	97	1	0	42	0	0	0	0	0	0	15	71	0	64	1	0	0	24	0	0	0	52	78	93	292	0	1	250	24	149	162	0	0
FIBP	641	46	0	224	83	0	0	0	0	0	0	0	274	14	65	95	0	0	0	0	0	37	0	0	651	0	0	47	0	116	0	0	0	0	0	52	0	0	0	0	0	0	0	65	0	0	0	0	0	154	4
CCDC85B	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOSL1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SART1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PACS1	1	0	0	2	0	0	7	0	0	0	0	1	2	7	1	1	0	0	0	1	142	33	163	0	0	4	0	0	0	28	0	48	1	0	0	0	76	0	0	0	0	0	0	0	108	0	1	21	33	0	1
CNIH2	0	0	0	0	0	8	2	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0
YIF1A	0	0	0	6	0	63	23	0	0	0	0	0	159	0	0	2	15	0	226	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	44	0	13	0	61	0	0	12	0	0	0	3	126	257	0	0
TMEM151A	0	0	0	0	0	370	0	2287	0	45	0	0	0	0	646	1	40	0	0	1385	0	32	0	0	0	0	0	0	0	180	0	0	0	0	0	8	0	0	0	0	0	120	0	0	0	0	20	0	0	653	0
RIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRMS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
B3GNT1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-867G23.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
SLC29A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	645	0	0	5	0	0	0	0	0	0	0	0	0	0	0	416	0	0	23
NPAS4	0	0	0	0	0	0	0	1	0	225	0	0	0	1	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	173	0
MRPL11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PELI3	57	0	0	0	0	0	0	395	0	0	786	0	0	0	0	9	0	0	63	0	85	7	1	0	0	0	105	0	48	0	0	0	0	0	796	42	0	0	0	79	0	0	0	0	884	0	41	0	0	48	0
DPP3	0	0	17	0	0	271	0	0	0	222	0	0	0	8	0	0	9	0	0	0	0	41	72	1	0	415	0	204	71	0	0	0	0	270	0	0	0	0	0	0	0	0	0	463	4427	0	2	0	0	31	0
CTD-3074O7.11	0	0	0	0	0	0	0	0	0	121	0	0	0	2	0	0	0	0	0	0	0	11	0	1	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1444	0	1	0	0	0	0
BBS1	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC24	0	0	0	0	0	0	33	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM4B	0	10	0	0	0	0	0	0	0	15	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	60	0	0	0	0	0	0
SPTBN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	33
C11orf80	0	20	0	31	51	0	0	0	0	0	0	44	0	0	75	0	0	0	38	0	0	17	0	0	0	0	0	0	144	32	0	67	30	0	0	1	0	0	4	0	0	25	0	0	224	0	8	0	0	0	0
PC	0	0	0	14	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	21	253	0	0	0	0	0	0	0	0	198	61	25	0	0	0	0	0	0	0	0	0
LRFN4	1	0	0	0	0	0	1	0	0	0	0	9	0	20	1	1	0	0	0	1	0	20	37	0	0	0	0	0	0	7	1396	0	1	0	0	5	0	0	0	77	0	54	1	0	1	0	0	0	0	0	0
RHOD	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
POLD4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARNS1	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0
CABP4	0	0	0	0	0	0	197	1	0	0	0	0	0	1	0	0	0	0	0	103	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM134	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0
AIP	1	0	1	0	0	68	1	8	0	0	0	2	0	0	2	1	44	1	304	21	0	4	0	1	0	0	0	0	0	0	1	0	1	0	1	10	0	0	0	0	50	42	1	7	1	0	0	0	0	1	38
PITPNM1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK2AP2	0	0	0	0	0	0	1	0	0	0	0	0	0	59	1	1	0	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CABP2	0	0	0	0	0	0	32	0	19	0	0	1	0	10	0	0	0	0	0	9	4	17	2	11	4	2	0	0	0	3	7	2	0	0	0	30	0	0	0	0	0	0	0	2	18	0	0	0	0	7	0
GSTP1	0	0	0	0	0	1	382	0	108	0	0	0	120	0	0	0	85	0	0	2	47	49	22	368	67	0	90	0	139	0	955	0	86	374	2	59	186	0	0	4	14	174	353	0	0	0	75	0	221	0	1
TBX10	0	0	0	33	1	204	327	0	632	0	0	0	0	76	414	0	98	364	2	0	0	81	35	27	0	195	238	0	0	84	1	11	12	0	0	17	201	0	0	44	0	0	13	0	324	275	42	0	12	0	98
ACY3	33	0	0	0	0	0	0	24	0	15	0	0	0	0	0	4	10	0	0	0	0	2	6	5	0	4	0	12	0	0	0	1	7	0	0	1	0	0	0	0	0	6	1	0	0	3	0	0	10	0	0
ALDH3B2	0	0	0	0	17	9	2	0	0	0	5	0	158	4	0	0	57	0	0	0	0	28	102	8	0	0	0	0	22	0	0	74	134	0	0	9	302	0	36	0	0	0	0	0	1279	0	0	0	0	33	4
C11orf24	1	0	1	0	0	0	1	36	0	0	2	0	1	0	2	2	0	1	0	1	2	59	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	60	0	0	1	102	1	3	0	0	0	1	0
LRP5	1	0	9	0	0	0	1	0	0	0	0	0	0	8	2	2	36	1	0	1	0	31	0	1	0	0	0	0	0	0	1	0	1	0	1	26	0	0	0	0	0	0	1	175	1	0	0	0	0	1	0
PPP6R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTL5	0	0	0	0	0	0	38	0	0	0	0	96	0	0	0	0	0	0	0	397	0	6	0	0	0	0	0	0	0	0	0	129	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
CPT1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	202	0	0	0	0	0	0	7	0	0	25	0	0	0	0	0	0	11
IGHMBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0
MRGPRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
MYEOV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHANK2	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM86C1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0
IL18BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUMA1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRTOMT	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0
LAMTOR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
C11orf51	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
INPPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0
PHOX2A	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPB	1	0	0	0	0	0	94	0	0	20	28	5	0	43	1	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	19	1	0	0	0	0	165	0	0	0	0	0	0	1	0	90	0	58	0	72
PDE2A	0	0	0	0	0	0	502	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCHSD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RY2	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RY6	0	0	0	0	0	0	1	0	0	49	0	0	0	0	1	1	0	0	0	1	0	1	0	0	31	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	103	0	0	0	1	0	0	301	18	0	0
ARHGEF17	1	42	68	0	0	0	496	443	0	0	0	0	0	0	221	2	0	1	0	1	0	0	0	1	394	0	0	0	0	0	1	116	1	0	5600	32	0	0	0	0	0	21	1	38	1	0	0	0	74	1	0
RELT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM168A	1	0	1	19	0	0	1	12	0	0	0	0	0	0	2	2	0	1	0	1	0	0	298	1	0	0	0	0	0	0	1	0	30	0	1	75	0	0	0	0	39	0	1	0	1	0	0	79	0	1	59
RAB6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAAF1	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0
DNAJB13	0	0	0	0	0	0	418	2	0	0	0	0	0	1	461	0	0	0	0	0	0	1	0	1703	0	0	0	0	0	0	0	1	0	0	0	289	0	0	0	246	0	533	93	0	0	0	0	0	0	0	0
UCP2	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCP3	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1734	0	7	0	23	0	0	0	0	0	0	0	0	0	0	0	41	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0
C2CD3	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	273	0	0	43	0	9	0	0	8	0
PPME1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4HA3	0	182	0	34	0	0	0	2	0	0	38	0	0	1	196	0	60	789	162	0	0	50	185	0	0	0	0	525	0	183	0	1	0	265	0	14	158	0	264	179	49	0	264	0	1913	0	0	0	378	0	0
POLD3	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF169	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO2B1	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	60	0	0	0	0	0	0	0	0	424	0	0	0	0	0
ARRB1	0	0	0	0	0	0	493	0	0	313	89	0	0	364	1006	0	0	0	75	0	0	28	0	0	0	656	0	0	0	612	0	0	0	0	0	5	0	0	0	60	0	0	0	0	0	75	0	0	0	0	2
SERPINH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOGAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGAT2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UVRAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	87	53	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	20	0	0	0	0	0	74	0	0	0
